CHR	原始拆分	替换拆分
紫	此糸ㄋㄋ丶丨	此糸ㄋㄋ丶丨
艰	双艮ㄋ一一ㄋ	双艮ㄋ一一ㄋ
魏	禾女丿丨ㄋ一	禾女丿丨ㄋ一
吾	五口丨ㄋ一一	五口丨ㄋ一一
慌	忄艹丶一ㄋ丿	忄艹丶一ㄋ丿
祝	衤口丿ㄋㄋㄋ	衤口丿ㄋㄋㄋ
邮	甲耳ㄋ丨丨丨	甲耳ㄋ丨丨丨
吐	口土一丨一一	口土一丨一一
狠	犬艮ㄋ一一ㄋ	犬艮ㄋ一一ㄋ
鉴	金丿丶一一	金丿丶一一
曰	日丨ㄋ一一一	日丨ㄋ一一一
械	木戋一丿丨丨	木戋一丿丨丨
咬	口六丿丶丶丶	口六丿丶丶丶
邻	令耳ㄋ丨丨丨	令耳ㄋ丨丨丨
赤	赤丿丨丿丶丶	赤丿丨丿丶丶
挤	扌文丿丨丨丨	扌文丿丨丨丨
椅	木大一丨ㄋ一	木大一丨ㄋ一
弯	亦弓ㄋ一ㄋㄋ	亦弓ㄋ一ㄋㄋ
陪	耳立丨ㄋ一一	耳立丨ㄋ一一
割	宀丰丨ㄋ一丨	宀丰丨ㄋ一丨
揭	扌日丿ㄋ丿丶	扌日丿ㄋ丿丶
韦	韦一一ㄋ丨丨	韦一一ㄋ丨丨
悟	忄五丨ㄋ一一	忄五丨ㄋ一一
聪	耳𠮦丶ㄋ丶丶	耳兑丶ㄋ丶丶
雾	文ㄋ丿丿丿	文ㄋ丿丿丿
锋	金文一一一丨	金文一一一丨
梯	木弓丶丿ㄋ一	木弓丶丿ㄋ一
祥	衤羊丶丿一一	衤羊丶丿一一
猫	犬艹丨ㄋ一丨	犬艹丨ㄋ一丨
阔	门氵丿一丨丨	门氵丿一丨丨
誉	八丶一一一	八丶一一一
筹	丰一丨丶丶	丰一丨丶丶
丛	从笔一一一一	从笔一一一一
牵	大冖丿一一丨	大冖丿一一丨
鸣	口鸟丿ㄋ丶ㄋ	口鸟丿ㄋ丶ㄋ
沈	氵冖丿ㄋㄋㄋ	氵冖丿ㄋㄋㄋ
阁	门各丿ㄋ丶丨	门各丿ㄋ丶丨
穆	禾白丨丿丶丿	禾白丨丿丶丿
屈	尸山ㄋ丨丨丨	尸山ㄋ丨丨丨
旨	七日丨ㄋ一一	七日丨ㄋ一一
袖	衤甲丨ㄋ一丨	衤甲丨ㄋ一丨
猎	犬共丨ㄋ一一	犬共丨ㄋ一一
臂	辟月丨ㄋ一一	辟月丨ㄋ一一
蛇	虫宀丿ㄋㄋㄋ	虫宀丿ㄋㄋㄋ
贺	加贝丨ㄋ丿丶	加贝丨ㄋ丿丶
柱	木主丶一一丨	木主丶一一丨
抛	扌九ㄋ丿丿丿	扌九ㄋ丿丿丿
鼠	鼠丿丨一ㄋ一	鼠丿丨一ㄋ一
瑟	王王丶ㄋ丶丿	王王丶ㄋ丶丿
戈	戋一ㄋ丿丶丶	戋一ㄋ丿丶丶
牢	宀牛丿一一丨	宀牛丿一一丨
逊	子小丶ㄋ丶丶	子小丶ㄋ丶丶
迈	力辶丶ㄋ丶丶	力辶丶ㄋ丶丶
欺	其欠丿ㄋ丿丶	其欠丿ㄋ丿丶
吨	口屯一ㄋ丨ㄋ	口屯一ㄋ丨ㄋ
琴	王王丿丶丶ㄋ	王王丿丶丶ㄋ
衰	笔丿ㄋ丿丶	笔丿ㄋ丿丶
瓶	䒑开一ㄋㄋ丶	首开一ㄋㄋ丶
恼	忄㐫丶一丿丶	忄离丶一丿丶
燕	甘口丨一一丿	甘口丨一一丿
仲	亻中丨ㄋ一丨	亻中丨ㄋ一丨
诱	讠禾ㄋ丿丿丿	讠禾ㄋ丿丿丿
狼	犬笔ㄋ一一ㄋ	犬笔ㄋ一一ㄋ
池	氵也ㄋ丨ㄋㄋ	氵也ㄋ丨ㄋㄋ
疼	疒文丶丶丶丶	疒文丶丶丶丶
卢	卜尸ㄋ一丿丿	卜尸ㄋ一丿丿
仗	亻石丶丶丶丶	亻石丶丶丶丶
冠	冖元一丨丶丶	冖元一丨丶丶
粒	米立丶一丶丿	米立丶一丶丿
遥	爪缶丶ㄋ丶丶	爪缶丶ㄋ丶丶
吕	口口丨ㄋ一一	口口丨ㄋ一一
玄	亠幺ㄋㄋ丶丶	亠幺ㄋㄋ丶丶
尘	小土一丨一一	小土一丨一一
冯	冫马ㄋㄋ一一	冫马ㄋㄋ一一
抚	扌笔一丿ㄋㄋ	扌笔一丿ㄋㄋ
浅	氵戋一一ㄋ丿	氵戋一一ㄋ丿
敦	子丿一丿丶	子丿一丿丶
钻	金占丨一丨ㄋ	金占丨一丨ㄋ
纠	纟丩ㄋ丨丨丨	纟丩ㄋ丨丨丨
晶	日日丨ㄋ一一	日日丨ㄋ一一
岂	山巴ㄋ一ㄋㄋ	山巴ㄋ一ㄋㄋ
峡	山夹丿丶丶丶	山夹丿丶丶丶
苍	艹人ㄋㄋㄋㄋ	艹人ㄋㄋㄋㄋ
喷	口十一丨丨丨	口十一丨丨丨
凌	冫土丿丶丿ㄋ	冫土丿丶丿ㄋ
耗	未毛丿一一ㄋ	未毛丿一一ㄋ
敲	口丨一ㄋ丶	口丨一ㄋ丶
菌	艹口一丨丿丶	艹口一丨丿丶
赔	贝立丨ㄋ一一	贝立丨ㄋ一一
涂	氵亼一丨丿丶	氵亼一丨丿丶
粹	米亠丿丶丿丶	米亠丿丶丿丶
扁	户丨ㄋ一丨	户丨ㄋ一丨
亏	二㇉ㄋㄋㄋㄋ	二Zㄋㄋㄋㄋ
寂	宀上丨丿丶ㄋ	宀上丨丿丶ㄋ
煤	火甘一丨丿丶	火甘一丨丿丶
熊	厶月丿ㄋ丿ㄋ	厶月丿ㄋ丿ㄋ
恭	共小丨丶丶丶	共小丨丶丶丶
湿	氵日丨丨丶丿	氵日丨丨丶丿
循	彳广一丨丨ㄋ	彳广一丨丨ㄋ
暖	日爪一一丿ㄋ	日爪一一丿ㄋ
糖	米广ㄋ一一丨	米广ㄋ一一丨
赋	贝笔一ㄋ丶丨	贝笔一ㄋ丶丨
抑	扌留ㄋ丨丨丨	扌留ㄋ丨丨丨
秩	禾笔一一丿丶	禾笔一一丿丶
帽	巾日丨ㄋ一一	巾日丨ㄋ一一
哀	衣丿ㄋ丿丶	衣丿ㄋ丿丶
宿	宀亻一丿丨ㄋ	宀亻一丿丨ㄋ
踏	水丨ㄋ一一	水丨ㄋ一一
烂	火䒑一一一一	火首一一一一
袁	土口丿ㄋ丿丶	土口丿ㄋ丿丶
侯	亻匚丿一一丿	亻匚丿一一丿
抖	扌冫一丨丨丨	扌冫一丨丨丨
夹	夹人丿丶丶丶	夹人丿丶丶丶
昆	日比一ㄋ丿ㄋ	日比一ㄋ丿ㄋ
肝	月舌一一丨丨	月舌一一丨丨
擦	扌宀丿ㄋ丶丶	扌宀丿ㄋ丶丶
猪	犬者一丨一丿	犬者一丨一丿
炼	火车ㄋ丿丶丶	火车ㄋ丿丶丶
恒	忄笔丨ㄋ一一	忄笔丨ㄋ一一
慎	忄直丿丶丶丶	忄直丿丶丶丶
搬	扌舟丿ㄋㄋ丶	扌舟丿ㄋㄋ丶
纽	纟丑ㄋ丨一一	纟丑ㄋ丨一一
纹	纟文丶一丿丶	纟文丶一丿丶
玻	王皮ㄋ丿丨ㄋ	王皮ㄋ丿丨ㄋ
渔	氵鱼丿ㄋ丨ㄋ	氵鱼丿ㄋ丨ㄋ
磁	石䒑ㄋㄋ丶ㄋ	石首ㄋㄋ丶ㄋ
铜	金冂一丨ㄋ一	金冂一丨ㄋ一
齿	止丨一丨一丿	止丨一丨一丿
跨	大一一ㄋㄋ	大一一ㄋㄋ
押	扌甲丨ㄋ一一	扌甲丨ㄋ一一
怖	忄石丨ㄋ丨丨	忄石丨ㄋ丨丨
漠	氵莫一丨丨丨	氵莫一丨丨丨
疲	疒皮ㄋ丿丨ㄋ	疒皮ㄋ丿丨ㄋ
叛	半广ㄋ丶丶丶	半广ㄋ丶丶丶
遣	吅丶ㄋ丶丶	吅丶ㄋ丶丶
兹	䒑幺ㄋㄋ丶丶	首幺ㄋㄋ丶丶
祭	示一一丨丿	祭示一一丨丿
醉	西亠丿丶丿丶	西亠丿丶丿丶
拳	手丿一一丨	手丿一一丨
弥	弓尔丿ㄋ丨丿	弓尔丿ㄋ丨丿
斜	亼木丶丶一丨	亼木丶丶一丨
档	木ㄋ一一一	木ㄋ一一一
稀	禾乂丨ㄋ丨丨	禾乂丨ㄋ丨丨
捷	扌笔ㄋ一一丨	扌笔ㄋ一一丨
肤	月夫一一丿丶	月夫一一丿丶
肿	月中丨ㄋ一丨	月中丨ㄋ一丨
疫	疒殳丿ㄋㄋ丶	疒殳丿ㄋㄋ丶
豆	豆一丨ㄋ一丶	豆一丨ㄋ一丶
削	月丨丨丨丨	月丨丨丨丨
岗	山冂丿丶丶丶	山冂丿丶丶丶
晃	日光丨丶丿一	日光丨丶丿一
吞	天口丨ㄋ一一	天口丨ㄋ一一
宏	宀石ㄋ丶丶丶	宀石ㄋ丶丶丶
癌	疒口丨ㄋ一丨	疒口丨ㄋ一丨
肚	月土一丨一一	月土一丨一一
隶	尹水丨丶一丿	尹水丨丶一丿
履	尸彳丿一丨ㄋ	尸彳丿一丨ㄋ
涨	氵弓丿一ㄋ丶	氵弓丿一ㄋ丶
耀	光羽丿丨丶一	光羽丿丨丶一
扭	扌丑ㄋ丨一一	扌丑ㄋ丨一一
坛	土云一一ㄋ丶	土云一一ㄋ丶
沃	氵天丿一丿丶	氵天丿一丿丶
拨	扌发ㄋ丿ㄋ丶	扌发ㄋ丿ㄋ丶
绘	纟人一一ㄋ丶	纟人一一ㄋ丶
伐	亻戋一ㄋ丿丶	亻戋一ㄋ丿丶
堪	土其ㄋㄋㄋㄋ	土其ㄋㄋㄋㄋ
仆	亻卜丨丶丶丶	亻卜丨丶丶丶
郭	子ㄋ丨丨丨	子ㄋ丨丨丨
牺	牛西一丨ㄋ丿	牛西一丨ㄋ丿
歼	歹舌丿一丨丨	歹舌丿一丨丨
墓	莫土一丨一一	莫土一丨一一
雇	户隹丿丨丶一	户隹丿丨丶一
廉	广兼丶丿一ㄋ	广兼丶丿一ㄋ
契	丰刀一丿丶丶	丰刀一丿丶丶
拼	扌䒑一丿丨丨	扌首一丿丨丨
惩	彳正丶ㄋ丶丶	彳正丶ㄋ丶丶
捉	扌口丨一丿丶	扌口丨一丿丶
覆	西彳丿一丨ㄋ	西彳丿一丨ㄋ
刷	尸巾丨丨丨丨	尸巾丨丨丨丨
劫	去力ㄋ丿丿丿	去力ㄋ丿丿丿
嫌	女兼丶丿一ㄋ	女兼丶丿一ㄋ
瓜	爪丿丿ㄋ丶丶	爪丿丿ㄋ丶丶
歇	日勹丿丶ㄋ丿	日勹丿丶ㄋ丿
雕	冂吉丿丨丶一	冂吉丿丨丶一
闷	门心丶ㄋ丶丶	门心丶ㄋ丶丶
乳	爪子ㄋㄋㄋㄋ	爪子ㄋㄋㄋㄋ
串	口中丨ㄋ一丨	口中丨ㄋ一丨
娃	女圭一丨一一	女圭一丨一一
缴	纟白丶一ㄋ丿	纟白丶一ㄋ丿
唤	口鱼丨ㄋ一丿	口鱼丨ㄋ一丿
赢	赢贝丨ㄋ丿丶	赢贝丨ㄋ丿丶
莲	艹车丶ㄋ丶丶	艹车丶ㄋ丶丶
桃	木儿丶一丿丶	木儿丶一丿丶
霸	革丿ㄋ一一	革丿ㄋ一一
妥	爪女ㄋ丿一一	爪女ㄋ丿一一
瘦	疒鼠丨ㄋ丶丶	疒鼠丨ㄋ丶丶
搭	扌艹丿丶一丨	扌艹丿丶一丨
赴	走卜丨丶丶丶	走卜丨丶丶丶
岳	丘山丨ㄋ丨丨	丘山丨ㄋ丨丨
嘉	壴加ㄋ丿丨ㄋ	壴加ㄋ丿丨ㄋ
舱	舟人ㄋㄋㄋㄋ	舟人ㄋㄋㄋㄋ
俊	亻厶丿丶丿ㄋ	亻厶丿丶丿ㄋ
址	土止丨一丨一	土止丨一丨一
庞	广龙一丿ㄋ丿	广龙一丿ㄋ丿
耕	未二一一丿丨	未二一一丿丨
锐	金𠮦丿ㄋㄋㄋ	金兑丿ㄋㄋㄋ
缝	纟文一一一丨	纟文一一一丨
悔	忄ㄋㄋ丶一	忄ㄋㄋ丶一
邀	白方丿一丿丶	白方丿一丿丶
玲	王令丿丶丶ㄋ	王令丿丶丶ㄋ
惟	忄隹丿丨丶一	忄隹丿丨丶一
宅	宀笔一ㄋㄋㄋ	宀笔一ㄋㄋㄋ
斥	丘笔丶丶丶丶	丘笔丶丶丶丶
添	氵天丨丶丶丶	氵天丨丶丶丶
挖	扌穴ㄋㄋㄋㄋ	扌穴ㄋㄋㄋㄋ
呵	口可一丨ㄋ一	口可一丨ㄋ一
讼	讠公丿丶ㄋ丶	讠公丿丶ㄋ丶
氧	气羊丶丿一一	气羊丶丿一一
浩	氵告丿一丨一	氵告丿一丨一
羽	羽ㄋ丶一ㄋ丶	羽ㄋ丶一ㄋ丶
斤	丘丿丿一丨丨	丘丿丿一丨丨
酷	西告丿一丨一	西告丿一丨一
掠	扌京丶一丨ㄋ	扌京丶一丨ㄋ
妖	女天丿一丿丶	女天丿一丿丶
祸	衤口丨ㄋ丿丶	衤口丨ㄋ丿丶
侍	亻土一丨丶丶	亻土一丨丶丶
乙	乙ㄋㄋㄋㄋㄋ	乙ㄋㄋㄋㄋㄋ
妨	女方丶一ㄋ丿	女方丶一ㄋ丿
贪	令贝丨ㄋ丿丶	令贝丨ㄋ丿丶
挣	扌争丿ㄋㄋ一	扌争丿ㄋㄋ一
汪	氵王一一丨一	氵王一一丨一
尿	尸水丨ㄋ丿丶	尸水丨ㄋ丿丶
莉	艹禾丨丨丨丨	艹禾丨丨丨丨
悬	目厶丶ㄋ丶丶	目厶丶ㄋ丶丶
唇	辰口丨ㄋ一一	辰口丨ㄋ一一
翰	人ㄋ丶一ㄋ	人ㄋ丶一ㄋ
仓	人巴ㄋㄋㄋㄋ	人巴ㄋㄋㄋㄋ
轨	车九丿ㄋㄋㄋ	车九丿ㄋㄋㄋ
枚	木文丿一丿丶	木文丿一丿丶
盐	土卜丨ㄋ丨丨	土卜丨ㄋ丨丨
览	见丨ㄋ丿ㄋ	见丨ㄋ丿ㄋ
傅	亻甫一丨丶丶	亻甫一丨丶丶
帅	刂巾丨ㄋ丨丨	刂巾丨ㄋ丨丨
庙	广甲丨ㄋ一丨	广甲丨ㄋ一丨
芬	艹分丿丶ㄋ丿	艹分丿丶ㄋ丿
屏	尸䒑一丿丨丨	尸首一丿丨丨
寺	土寸一丨丶丶	土寸一丨丶丶
胖	月半丶丿一一	月半丶丿一一
璃	王㐫丨ㄋㄋ丶	王离丨ㄋㄋ丶
愚	日内丶ㄋ丶丶	日内丶ㄋ丶丶
滴	氵立丨ㄋ一丨	氵立丨ㄋ一丨
疏	㇉止丶一ㄋ丶	Z止丶一ㄋ丶
萧	艹聿丿丶丿丨	艹聿丿丶丿丨
姿	次女ㄋ丿一一	次女ㄋ丿一一
颤	亠回丨ㄋ一一	亠回丨ㄋ一一
丑	丑ㄋ丨一一一	丑ㄋ丨一一一
劣	少力ㄋ丿丿丿	少力ㄋ丿丿丿
柯	木可一丨ㄋ一	木可一丨ㄋ一
寸	寸一丨丶丶丶	寸一丨丶丶丶
扔	扌乃ㄋ丿丿丿	扌乃ㄋ丿丿丿
盯	目于一丨丨丨	目于一丨丨丨
辱	辰寸一丨丶丶	辰寸一丨丶丶
匹	匚儿丿ㄋㄋㄋ	匚儿丿ㄋㄋㄋ
俱	亻目丿丶丶丶	亻目丿丶丶丶
辨	辛刂丶一丶丿	辛刂丶一丶丿
饿	食我丿一丨一	食我丿一丨一
蜂	虫文一一一丨	虫文一一一丨
哦	口我丿一丨一	口我丿一丨一
腔	月穴一丨一一	月穴一丨一一
郁	石月ㄋ丨丨丨	石月ㄋ丨丨丨
溃	氵丨ㄋ丿丶	氵丨ㄋ丿丶
糟	米笔丨ㄋ一丨	米笔丨ㄋ一丨
谨	讠堇一丨丨一	讠堇一丨丨一
葛	艹日丿ㄋ丿丶	艹日丿ㄋ丿丶
苗	艹田丨ㄋ一丨	艹田丨ㄋ一丨
肠	月㇉丿丿丿丿	月Z丿丿丿丿
忌	巴心丶ㄋ丶丶	巴心丶ㄋ丶丶
溜	氵留丨ㄋ一丨	氵留丨ㄋ一丨
鸿	氵工丿ㄋ丶ㄋ	氵工丿ㄋ丶ㄋ
爵	爪四ㄋ一一ㄋ	爪四ㄋ一一ㄋ
鹏	月月丿ㄋ丶ㄋ	月月丿ㄋ丶ㄋ
鹰	广亻丿丨丶一	广亻丿丨丶一
笼	龙一丿ㄋ丿	龙一丿ㄋ丿
丘	丘丿丨一丨一	丘丿丨一丨一
桂	木圭一丨一一	木圭一丨一一
滋	氵䒑ㄋㄋ丶ㄋ	氵首ㄋㄋ丶ㄋ
聊	耳留丿ㄋ丿ㄋ	耳留丿ㄋ丿ㄋ
挡	扌ㄋ一一一	扌ㄋ一一一
纲	纟冂丿丶丶丶	纟冂丿丶丶丶
肌	月几丿ㄋㄋㄋ	月几丿ㄋㄋㄋ
茨	艹次丶一丿ㄋ	艹次丶一丿ㄋ
壳	几丿ㄋㄋㄋ	几丿ㄋㄋㄋ
痕	疒艮ㄋ一一ㄋ	疒艮ㄋ一一ㄋ
碗	石宀丿ㄋ丶ㄋ	石宀丿ㄋ丶ㄋ
穴	穴丶丶ㄋ丿丶	穴丶丶ㄋ丿丶
膀	月立丶一ㄋ丿	月立丶一ㄋ丿
卓	卜日一丨丨丨	卜日一丨丨丨
贤	贝丨ㄋ丿丶	贝丨ㄋ丿丶
卧	臣卜丨丶丶丶	臣卜丨丶丶丶
膜	月莫一丨丨丨	月莫一丨丨丨
毅	立豕丿ㄋㄋ丶	立豕丿ㄋㄋ丶
锦	金白丨ㄋ丨丨	金白丨ㄋ丨丨
欠	欠丿ㄋ丿丶丶	欠丿ㄋ丿丶丶
哩	口田丨ㄋ一一	口田丨ㄋ一一
函	了水ㄋ丨丨丨	了水ㄋ丨丨丨
茫	落亡丶一ㄋㄋ	落亡丶一ㄋㄋ
昂	日留ㄋ丨丨丨	日留ㄋ丨丨丨
薛	艹笔丨ㄋ一ㄋ	艹笔丨ㄋ一ㄋ
皱	刍皮ㄋ丿丨ㄋ	刍皮ㄋ丿丨ㄋ
夸	大二ㄋㄋㄋㄋ	大二ㄋㄋㄋㄋ
豫	矛象丿ㄋ丨ㄋ	矛象丿ㄋ丨ㄋ
胃	田月丨ㄋ一一	田月丨ㄋ一一
舌	舌丿一丨丨ㄋ	舌丿一丨丨ㄋ
剥	尹水丨丨丨丨	尹水丨丨丨丨
傲	亻敖一一丨一	亻敖一一丨一
拾	扌合丿丶一丨	扌合丿丶一丨
窝	穴口丨ㄋ丿丶	穴口丨ㄋ丿丶
睁	目争丿ㄋㄋ一	目争丿ㄋㄋ一
携	扌隹ㄋ丿丿丿	扌隹ㄋ丿丿丿
陵	耳土丿丶丿ㄋ	耳土丿丶丿ㄋ
哼	口ㄋ丨丨丨	口ㄋ丨丨丨
棉	木白丨ㄋ丨丨	木白丨ㄋ丨丨
晴	日青一一丨一	日青一一丨一
铃	金令丿丶丶ㄋ	金令丿丶丶ㄋ
填	土直丿丶丶丶	土直丿丶丶丶
饲	食㇉一丨ㄋ一	食Z一丨ㄋ一
吻	口勿丿ㄋ丿丿	口勿丿ㄋ丿丿
渴	氵勹丿丶ㄋㄋ	氵勹丿丶ㄋㄋ
扮	扌分丿丶ㄋ丿	扌分丿丶ㄋ丿
逆	屰辶丶ㄋ丶丶	屰辶丶ㄋ丶丶
脆	月厃ㄋㄋㄋㄋ	月厃ㄋㄋㄋㄋ
喘	口山一丿丨ㄋ	口山一丿丨ㄋ
罩	四卜丨ㄋ一一	四卜丨ㄋ一一
卜	卜丨丶丶丶丶	卜丨丶丶丶丶
炉	火户丶ㄋ一丿	火户丶ㄋ一丿
柴	此木一丨丿丶	此木一丨丿丶
愉	忄亼丨ㄋ一一	忄亼丨ㄋ一一
绳	纟口丨ㄋ一一	纟口丨ㄋ一一
胎	月厶丨ㄋ一一	月厶丨ㄋ一一
蓄	艹亠ㄋㄋ丶丶	艹亠ㄋㄋ丶丶
眠	目民ㄋ一ㄋ一	目民ㄋ一ㄋ一
竭	立日丿ㄋ丿丶	立日丿ㄋ丿丶
喂	口田一ㄋ丿丶	口田一ㄋ丿丶
傻	亻丿丶一丿	亻丿丶一丿
慕	莫小丨丶丶丶	莫小丨丶丶丶
浑	氵冖一ㄋ一丨	氵冖一ㄋ一丨
奸	女舌一一丨丨	女舌一一丨丨
扇	户羽ㄋ丶一ㄋ	户羽ㄋ丶一ㄋ
柜	木匚ㄋ一一一	木匚ㄋ一一一
悦	忄𠮦丿ㄋㄋㄋ	忄兑丿ㄋㄋㄋ
拦	扌䒑一一一一	扌首一一一一
诞	讠笔丨一丨一	讠笔丨一丨一
饱	食勹ㄋ一ㄋㄋ	食勹ㄋ一ㄋㄋ
乾	ㄋㄋㄋㄋ	ㄋㄋㄋㄋ
泡	氵勹ㄋ一ㄋㄋ	氵勹ㄋ一ㄋㄋ
贼	贝戋一丿丿丿	贝戋一丿丿丿
亭	于一丨丨丨	于一丨丨丨
夕	歹丿ㄋ丶丶丶	歹丿ㄋ丶丶丶
爹	父歹丿ㄋ丶丶	父歹丿ㄋ丶丶
酬	西川丶丶丶丶	西川丶丶丶丶
儒	亻一丿丨ㄋ	亻一丿丨ㄋ
姻	女因丨ㄋ一丿	女因丨ㄋ一丿
卵	留笔丿ㄋ丨丶	留笔丿ㄋ丨丶
氛	气分丿丶ㄋ丿	气分丿丶ㄋ丿
泄	氵甘ㄋㄋㄋㄋ	氵甘ㄋㄋㄋㄋ
杆	木舌一一丨丨	木舌一一丨丨
挨	扌厶丿一一丿	扌厶丿一一丿
僧	亻曾丶丿丨ㄋ	亻曾丶丿丨ㄋ
蜜	宀心丿丨ㄋ一	宀心丿丨ㄋ一
吟	口令丿丶丶ㄋ	口令丿丶丶ㄋ
猩	犬日丿一一丨	犬日丿一一丨
遂	冫豕丶ㄋ丶丶	冫豕丶ㄋ丶丶
狭	犬夹丿丶丶丶	犬夹丿丶丶丶
肖	月丨ㄋ一一	月丨ㄋ一一
甜	舌甘一丨丨一	舌甘一丨丨一
霞	叚ㄋ一丨一	叚ㄋ一丨一
驳	马乂丿丶丶丶	马乂丿丶丶丶
裕	衤八丿丶丨ㄋ	衤八丿丶丨ㄋ
顽	元页一丿丨ㄋ	元页一丿丨ㄋ
於	方人丶丶丶丶	方人丶丶丶丶
摘	扌立丨ㄋ一丨	扌立丨ㄋ一丨
矮	矢禾ㄋ丿一一	矢禾ㄋ丿一一
秒	禾少丨丿丶丿	禾少丨丿丶丿
卿	留笔ㄋ一一ㄋ	留笔ㄋ一一ㄋ
畜	亠幺丨ㄋ一丨	亠幺丨ㄋ一丨
咽	口因丨ㄋ一丿	口因丨ㄋ一丿
披	扌皮ㄋ丿丨ㄋ	扌皮ㄋ丿丨ㄋ
辅	车甫一丨ㄋ一	车甫一丨ㄋ一
勾	勹厶ㄋ丶丶丶	勹厶ㄋ丶丶丶
盆	分四丨ㄋ丨丨	分四丨ㄋ丨丨
疆	弓土一丨ㄋ一	弓土一丨ㄋ一
赌	贝者一丨一丿	贝者一丨一丿
塑	屰月一丨一一	屰月一丨一一
畏	田笔ㄋ丿丶丶	田笔ㄋ丿丶丶
吵	口少丨丿丶丿	口少丨丿丶丿
囊	吅一一丨丨	吅一一丨丨
嗯	口因丶ㄋ丶丶	口因丶ㄋ丶丶
泊	氵白丿丨ㄋ一	氵白丿丨ㄋ一
肺	月笔丨ㄋ丨丨	月笔丨ㄋ丨丨
骤	马耳ㄋ丶丿丨	马耳ㄋ丶丿丨
缠	纟广丨ㄋ一一	纟广丨ㄋ一一
羞	羊丑ㄋ丨一一	羊丑ㄋ丨一一
冈	冂乂丿丶丶丶	冂乂丿丶丶丶
瞪	目一丨ㄋ一	目祭一丨ㄋ一
吊	口巾丨ㄋ丨丨	口巾丨ㄋ丨丨
贾	西贝丨ㄋ丿丶	西贝丨ㄋ丿丶
漏	氵尸一丨ㄋ丨	氵尸一丨ㄋ丨
斑	王文一一丨一	王文一一丨一
涛	氵丰一丨丶丶	氵丰一丨丶丶
悠	亻文丶ㄋ丶丶	亻文丶ㄋ丶丶
鹿	鹿丶一丿ㄋ丨	鹿丶一丿ㄋ丨
俘	亻爪ㄋ丨一一	亻爪ㄋ丨一一
锡	金日丿ㄋ丿丿	金日丿ㄋ丿丿
卑	卑丿丨ㄋ一一	卑丿丨ㄋ一一
葬	艹歹丿ㄋ一丿	艹歹丿ㄋ一丿
铭	金歹丨ㄋ一一	金歹丨ㄋ一一
滩	氵双丿丨丶一	氵双丿丨丶一
嫁	女宀一丿ㄋ丿	女宀一丿ㄋ丿
催	亻山丿丨丶一	亻山丿丨丶一
璇	王族ㄋ丨一丿	王族ㄋ丨一丿
翅	十双ㄋ丶一ㄋ	十双ㄋ丶一ㄋ
盒	合四丨ㄋ丨丨	合四丨ㄋ丨丨
蛮	亦虫丨ㄋ一丨	亦虫丨ㄋ一丨
矣	厶矢丿一一丿	厶矢丿一一丿
潘	氵釆丨ㄋ一丨	氵釆丨ㄋ一丨
歧	止十ㄋ丶丶丶	止十ㄋ丶丶丶
赐	贝日丿ㄋ丿丿	贝日丿ㄋ丿丿
锅	金口丨ㄋ丿丶	金口丨ㄋ丿丶
鲍	鱼勹ㄋ一ㄋㄋ	鱼勹ㄋ一ㄋㄋ
廊	广笔ㄋ一一ㄋ	广笔ㄋ一一ㄋ
拆	折笔丶丶丶丶	折笔丶丶丶丶
灌	氵艹丨ㄋ一丨	氵艹丨ㄋ一丨
勉	象儿ㄋ丿丿丿	象儿ㄋ丿丿丿
盲	亡目丨ㄋ一一	亡目丨ㄋ一一
宰	宀辛丶一丶丿	宀辛丶一丶丿
佐	亻石一丨一一	亻石一丨一一
啥	口亼一丨丨ㄋ	口亼一丨丨ㄋ
胀	月长丿一ㄋ丶	月长丿一ㄋ丶
扯	扌止丨一丨一	扌止丨一丨一
禧	衤壴丨ㄋ一一	衤壴丨ㄋ一一
辽	了辶丶ㄋ丶丶	了辶丶ㄋ丶丶
抹	扌未丨丿丶丶	扌未丨丿丶丶
筒	冂一丨ㄋ一	冂一丨ㄋ一
棋	木其一丨丨一	木其一丨丨一
裤	衤广一ㄋ一丨	衤广一ㄋ一丨
唉	口厶丿一一丿	口厶丿一一丿
朴	木卜丨丶丶丶	木卜丨丶丶丶
咐	口亻一丨丶丶	口亻一丨丶丶
孕	乃子ㄋ丨一一	乃子ㄋ丨一一
誓	折讠丶一一一	折讠丶一一一
喉	口亻ㄋ一丿一	口亻ㄋ一丿一
妄	亡女ㄋ丿一一	亡女ㄋ丿一一
拘	扌勹丨ㄋ一一	扌勹丨ㄋ一一
链	金车丶ㄋ丶丶	金车丶ㄋ丶丶
驰	马也ㄋ丨ㄋㄋ	马也ㄋ丨ㄋㄋ
栏	木䒑一一一一	木首一一一一
逝	折辶丶ㄋ丶丶	折辶丶ㄋ丶丶
窃	穴七ㄋ丿丿丿	穴七ㄋ丿丿丿
艳	丰鱼ㄋ丨一ㄋ	丰鱼ㄋ丨一ㄋ
臭	自犬一丿丶丶	自犬一丿丶丶
纤	纟舌丿一丨丨	纟舌丿一丨丨
玑	王几丿ㄋㄋㄋ	王几丿ㄋㄋㄋ
棵	木日一丨丿丶	木日一丨丿丶
趁	走人丿丿丿丿	走人丿丿丿丿
盈	乃双丨ㄋ丨丨	乃双丨ㄋ丨丨
匠	匚丘丿丿一丨	匚丘丿丿一丨
